ID;BUILDING TYPE;DEM (m);DSM (s);BUILDING HEIGHT (m);FOOTPRINT AREA (m2);FLOOR AREA (m2);;Floor height (m);3.6;m
30044.00;yes;2.69;10.86;8.17;378.96;860.48;;;;
30045.00;yes;2.98;11.71;8.73;325.57;789.44;;;;
30046.00;yes;2.63;11.92;9.30;317.31;819.43;;;;
30047.00;yes;2.47;11.37;8.90;465.63;1150.80;;;;
30048.00;yes;2.52;10.41;7.89;91.82;201.22;;;;
30049.00;yes;2.65;10.77;8.12;361.28;815.28;;;;
30050.00;yes;2.70;11.20;8.50;199.52;470.82;;;;
30051.00;yes;2.42;10.98;8.56;216.36;514.45;;;;
30052.00;yes;2.35;10.36;8.01;260.55;579.47;;;;
30053.00;yes;2.53;9.64;7.11;284.16;560.90;;;;
30054.00;yes;3.57;9.68;6.11;146.40;248.63;;;;
30055.00;yes;2.43;10.90;8.47;341.67;803.87;;;;
30056.00;yes;2.57;11.80;9.23;194.80;499.26;;;;
30057.00;yes;2.82;8.20;5.39;23.14;34.63;;;;
30058.00;yes;3.16;11.30;8.14;294.22;665.20;;;;
30059.00;yes;2.84;10.00;7.16;299.94;596.44;;;;
30060.00;yes;1.82;11.93;10.11;190.94;536.33;;;;
30061.00;yes;2.78;12.65;9.88;51.59;141.53;;;;
30062.00;yes;2.69;12.00;9.31;136.15;352.21;;;;
30063.00;yes;2.77;12.00;9.22;398.72;1021.63;;;;
30064.00;yes;2.51;10.55;8.03;273.02;609.16;;;;
30065.00;yes;3.07;10.80;7.73;29.78;63.91;;;;
30066.00;yes;2.44;12.00;9.56;173.55;460.72;;;;
30067.00;yes;2.85;11.90;9.04;27.44;68.95;;;;
30068.00;yes;2.65;10.09;7.44;98.99;204.62;;;;
30069.00;yes;2.49;11.86;9.37;90.44;235.35;;;;
30070.00;yes;3.06;12.02;8.96;24.11;60.01;;;;
30071.00;yes;3.44;11.98;8.54;209.97;498.21;;;;
30072.00;yes;3.04;12.05;9.01;101.44;253.80;;;;
30073.00;yes;2.59;12.01;9.42;229.38;600.40;;;;
30074.00;yes;2.74;13.45;10.70;218.37;649.19;;;;
30075.00;yes;2.87;11.43;8.55;255.61;607.25;;;;
30076.00;yes;2.87;11.81;8.94;65.00;161.39;;;;
30077.00;yes;2.76;12.95;10.19;450.24;1274.41;;;;
30078.00;yes;2.74;12.15;9.41;152.89;399.66;;;;
30079.00;yes;2.53;12.71;10.19;59.51;168.40;;;;
30080.00;yes;2.64;12.53;9.89;291.10;799.82;;;;
30081.00;yes;2.74;13.39;10.65;52.94;156.59;;;;
30082.00;yes;2.44;12.00;9.56;46.50;123.54;;;;
30083.00;yes;2.48;12.34;9.86;48.63;133.13;;;;
30084.00;yes;2.60;10.96;8.36;530.17;1230.93;;;;
30085.00;yes;2.54;11.13;8.60;60.89;145.43;;;;
30086.00;yes;3.07;14.09;11.02;158.39;484.85;;;;
30087.00;yes;2.53;9.61;7.08;21.48;42.26;;;;
30088.00;yes;2.62;10.71;8.08;409.46;919.33;;;;
30089.00;yes;2.49;11.27;8.78;61.82;150.84;;;;
30090.00;yes;2.62;12.00;9.38;233.98;609.68;;;;
30091.00;yes;2.91;12.00;9.09;280.39;708.16;;;;
30092.00;yes;3.02;11.50;8.48;26.23;61.80;;;;
30093.00;yes;3.02;11.61;8.59;213.25;508.86;;;;
30094.00;yes;2.81;8.97;6.16;179.35;306.70;;;;
30095.00;yes;2.75;11.02;8.28;298.43;686.27;;;;
30096.00;yes;2.53;11.42;8.89;202.53;500.19;;;;
30097.00;yes;2.84;11.81;8.97;164.30;409.30;;;;
30098.00;yes;2.66;16.94;14.29;147.87;586.80;;;;
30099.00;yes;2.59;12.00;9.41;293.74;767.77;;;;
30100.00;yes;2.80;11.50;8.70;277.95;671.58;;;;
30101.00;yes;2.98;11.33;8.35;213.00;493.86;;;;
30102.00;yes;2.47;8.46;5.99;239.36;397.97;;;;
30103.00;yes;2.53;8.71;6.19;308.74;530.57;;;;
30104.00;yes;3.11;14.87;11.76;405.38;1324.09;;;;
30105.00;yes;2.58;13.44;10.86;26.37;79.56;;;;
30106.00;yes;2.81;10.19;7.38;282.16;578.46;;;;
30107.00;yes;1.19;11.17;9.99;251.73;698.39;;;;
30108.00;yes;2.54;10.10;7.56;173.66;364.73;;;;
30109.00;yes;3.45;12.41;8.96;195.25;485.85;;;;
30110.00;yes;2.70;10.66;7.96;226.43;500.73;;;;
30111.00;yes;3.09;11.00;7.91;289.39;636.17;;;;
30112.00;yes;2.73;11.03;8.30;262.39;605.24;;;;
30113.00;yes;2.42;12.00;9.58;227.64;605.55;;;;
30114.00;yes;2.72;9.08;6.36;519.27;916.96;;;;
30115.00;yes;2.67;9.77;7.09;273.14;538.00;;;;
30116.00;yes;2.17;12.37;10.20;401.63;1137.89;;;;
30117.00;yes;2.55;10.55;8.00;186.10;413.63;;;;
30118.00;yes;2.61;12.36;9.75;164.12;444.43;;;;
30119.00;yes;2.81;8.49;5.67;96.75;152.46;;;;
30120.00;yes;2.80;8.32;5.52;66.72;102.36;;;;
30121.00;yes;2.50;13.00;10.50;241.56;704.43;;;;
30122.00;yes;2.74;11.58;8.85;404.90;995.07;;;;
30123.00;yes;2.71;10.44;7.73;168.87;362.47;;;;
30124.00;yes;2.23;11.52;9.29;199.38;514.46;;;;
30125.00;yes;2.56;13.91;11.35;145.14;457.77;;;;
30126.00;yes;2.90;12.00;9.10;241.44;610.09;;;;
30127.00;yes;2.56;11.00;8.44;204.77;480.29;;;;
30128.00;yes;2.63;12.26;9.63;156.16;417.63;;;;
30129.00;yes;2.52;11.55;9.03;197.28;494.69;;;;
30130.00;yes;1.88;10.02;8.14;263.36;595.13;;;;
30131.00;yes;2.80;11.77;8.97;225.38;561.31;;;;
30132.00;yes;2.53;9.29;6.76;241.35;453.20;;;;
30133.00;yes;2.12;12.85;10.73;288.14;859.00;;;;
30134.00;yes;2.82;8.13;5.32;24.50;36.18;;;;
30135.00;yes;2.81;12.04;9.24;219.45;563.06;;;;
30136.00;yes;2.88;11.01;8.13;158.14;356.92;;;;
30137.00;yes;3.01;13.19;10.19;355.57;1005.98;;;;
30138.00;yes;3.65;11.09;7.44;236.20;487.95;;;;
30139.00;yes;2.55;10.91;8.36;220.29;511.79;;;;
30140.00;yes;2.72;11.78;9.06;412.75;1038.39;;;;
30141.00;yes;2.64;12.00;9.36;284.35;739.23;;;;
30142.00;yes;2.56;11.29;8.74;131.94;320.20;;;;
30143.00;yes;3.04;9.28;6.23;197.61;342.06;;;;
30144.00;yes;2.69;11.00;8.31;209.74;484.39;;;;
30145.00;yes;2.62;12.69;10.07;385.16;1077.51;;;;
30146.00;yes;1.90;10.83;8.93;258.78;642.07;;;;
30147.00;yes;2.61;12.00;9.39;207.58;541.59;;;;
30148.00;yes;2.64;11.36;8.73;235.05;569.73;;;;
30149.00;yes;2.68;11.00;8.32;178.28;411.92;;;;
30150.00;yes;2.24;11.94;9.70;466.97;1258.38;;;;
30151.00;yes;2.72;11.81;9.09;355.34;897.09;;;;
30152.00;yes;1.02;9.37;8.36;303.00;703.36;;;;
30153.00;yes;2.53;14.00;11.47;297.12;946.83;;;;
30154.00;yes;2.52;8.00;5.48;240.90;366.52;;;;
30155.00;yes;3.18;11.44;8.26;307.68;705.93;;;;
30156.00;yes;2.61;10.72;8.12;412.28;929.57;;;;
30157.00;yes;2.49;12.53;10.04;326.84;911.43;;;;
30158.00;yes;3.23;10.78;7.55;231.49;485.38;;;;
30159.00;yes;2.54;12.14;9.60;206.01;549.42;;;;
30160.00;yes;3.30;10.60;7.30;230.47;467.49;;;;
30161.00;yes;2.87;11.10;8.23;321.31;734.97;;;;
30162.00;yes;2.43;10.24;7.81;216.31;469.42;;;;
30163.00;yes;2.96;12.02;9.06;229.07;576.47;;;;
30164.00;yes;2.71;11.48;8.77;384.08;935.18;;;;
30165.00;yes;2.39;10.33;7.94;229.84;506.94;;;;
30166.00;yes;2.50;10.54;8.04;156.98;350.67;;;;
30167.00;yes;2.67;10.84;8.17;243.54;552.54;;;;
30168.00;yes;3.31;10.98;7.67;215.97;460.00;;;;
30169.00;yes;2.54;14.00;11.46;247.12;786.33;;;;
30170.00;yes;1.83;12.34;10.52;452.70;1322.47;;;;
30171.00;yes;3.25;11.86;8.61;191.37;457.88;;;;
30172.00;yes;3.25;10.67;7.42;304.70;628.27;;;;
30173.00;yes;2.76;11.00;8.24;204.03;467.02;;;;
30174.00;yes;2.62;10.50;7.88;254.79;557.57;;;;
30175.00;yes;2.71;13.32;10.60;244.36;719.76;;;;
30176.00;yes;0.93;10.79;9.85;307.94;842.92;;;;
30177.00;yes;2.72;12.00;9.28;342.24;882.00;;;;
30178.00;yes;2.59;9.01;6.42;248.10;442.38;;;;
30179.00;yes;1.02;9.99;8.97;221.68;552.54;;;;
30180.00;yes;2.66;10.83;8.18;273.66;621.76;;;;
30181.00;yes;3.12;13.54;10.42;261.84;757.84;;;;
30182.00;yes;2.19;11.56;9.37;359.03;934.57;;;;
30183.00;yes;2.66;12.34;9.68;382.58;1028.25;;;;
30184.00;yes;2.68;12.00;9.32;329.73;853.81;;;;
30185.00;yes;2.45;12.00;9.55;234.05;620.96;;;;
30186.00;yes;2.50;11.50;9.00;275.01;687.66;;;;
30187.00;yes;3.21;10.42;7.22;231.77;464.62;;;;
30188.00;yes;1.75;10.73;8.98;202.35;504.98;;;;
30189.00;yes;2.16;10.65;8.49;318.77;751.53;;;;
30190.00;yes;2.95;11.54;8.59;211.12;503.78;;;;
30191.00;yes;2.59;11.13;8.54;199.09;472.11;;;;
30192.00;yes;2.81;9.11;6.29;265.27;463.78;;;;
30193.00;yes;2.50;10.88;8.37;213.23;496.04;;;;
30194.00;yes;2.84;14.30;11.46;126.28;402.11;;;;
30195.00;yes;2.42;12.00;9.58;195.59;520.36;;;;
30196.00;yes;2.77;15.12;12.35;201.45;691.19;;;;
30197.00;yes;2.71;9.95;7.24;368.15;740.23;;;;
30198.00;yes;2.54;13.00;10.46;377.65;1097.31;;;;
30199.00;yes;2.90;11.97;9.07;216.38;545.18;;;;
30200.00;yes;2.53;12.00;9.47;346.28;910.61;;;;
30201.00;yes;3.56;10.92;7.36;290.24;593.53;;;;
30202.00;yes;2.59;14.20;11.61;169.13;545.57;;;;
30203.00;yes;2.86;11.77;8.90;164.77;407.58;;;;
30204.00;yes;2.21;9.94;7.72;271.23;581.82;;;;
30205.00;yes;2.53;10.02;7.49;248.43;517.08;;;;
30206.00;yes;2.66;10.97;8.31;309.46;714.71;;;;
30207.00;yes;2.54;12.65;10.11;427.56;1200.93;;;;
30208.00;yes;2.64;11.76;9.12;381.10;965.57;;;;
30209.00;yes;3.51;13.84;10.33;315.84;906.02;;;;
30210.00;yes;3.47;10.64;7.17;269.52;536.78;;;;
30211.00;yes;2.53;13.24;10.71;224.82;668.99;;;;
30212.00;yes;2.50;11.12;8.62;245.77;588.25;;;;
30213.00;yes;3.04;10.98;7.93;243.72;537.18;;;;
30214.00;yes;2.34;9.57;7.23;247.16;496.37;;;;
30215.00;yes;3.52;10.69;7.17;258.08;514.08;;;;
30216.00;yes;2.76;11.02;8.26;217.60;499.25;;;;
30217.00;yes;3.18;10.75;7.57;145.01;304.94;;;;
30218.00;yes;2.64;10.73;8.09;399.60;897.72;;;;
30219.00;yes;2.60;9.03;6.44;204.29;365.31;;;;
30220.00;yes;2.80;12.48;9.68;117.82;316.69;;;;
30221.00;yes;3.55;9.65;6.10;214.60;363.38;;;;
30222.00;yes;3.45;11.34;7.89;225.46;494.11;;;;
30223.00;yes;3.11;8.96;5.85;313.28;508.95;;;;
30224.00;yes;3.28;10.00;6.72;296.90;554.01;;;;
30225.00;yes;2.73;11.00;8.27;148.74;341.64;;;;
30226.00;yes;3.03;11.03;8.00;230.57;512.19;;;;
30227.00;yes;2.52;11.48;8.96;231.20;575.49;;;;
30228.00;yes;2.46;10.99;8.53;230.10;545.31;;;;
30229.00;yes;3.59;10.02;6.44;227.29;406.49;;;;
30230.00;yes;1.41;11.04;9.64;172.29;461.15;;;;
30231.00;yes;2.33;12.00;9.67;410.49;1102.63;;;;
30232.00;yes;2.52;8.87;6.35;250.63;442.21;;;;
30233.00;yes;3.11;11.13;8.02;154.28;343.65;;;;
30234.00;yes;2.92;10.81;7.89;248.43;544.25;;;;
30235.00;yes;2.53;10.68;8.15;320.53;725.93;;;;
30236.00;yes;3.06;13.30;10.23;223.61;635.57;;;;
30237.00;yes;2.51;11.93;9.42;65.23;170.68;;;;
30238.00;yes;2.54;11.96;9.41;233.32;609.95;;;;
30239.00;yes;2.17;11.44;9.27;344.58;887.28;;;;
30240.00;yes;2.57;11.75;9.18;242.69;619.08;;;;
30241.00;yes;2.61;11.00;8.39;190.79;444.57;;;;
30242.00;yes;2.45;11.17;8.73;204.77;496.55;;;;
30243.00;yes;2.96;11.28;8.32;339.91;785.14;;;;
30244.00;yes;3.36;13.44;10.08;203.17;568.73;;;;
30245.00;yes;2.84;12.92;10.08;411.64;1152.64;;;;
30246.00;yes;2.51;12.92;10.41;217.27;628.52;;;;
30247.00;yes;3.03;11.70;8.67;210.80;507.51;;;;
30248.00;yes;1.44;9.41;7.97;261.94;579.82;;;;
30249.00;yes;2.33;10.22;7.89;419.74;920.38;;;;
30250.00;yes;2.59;9.67;7.08;274.29;539.47;;;;
30251.00;yes;2.59;12.14;9.55;294.44;781.19;;;;
30252.00;yes;2.54;12.95;10.41;321.92;931.06;;;;
30253.00;yes;3.36;13.38;10.02;214.28;596.12;;;;
30254.00;yes;2.66;10.88;8.22;292.43;667.60;;;;
30255.00;yes;1.11;11.00;9.89;226.89;623.35;;;;
30256.00;yes;2.58;12.48;9.91;141.04;388.13;;;;
30257.00;yes;2.67;11.00;8.33;159.71;369.52;;;;
30258.00;yes;2.52;10.22;7.69;307.70;657.55;;;;
30259.00;yes;2.58;9.85;7.28;281.40;568.68;;;;
30260.00;yes;2.50;11.04;8.54;229.50;544.29;;;;
30261.00;yes;2.92;12.10;9.18;158.64;404.36;;;;
30262.00;yes;2.98;12.00;9.02;118.50;296.78;;;;
30263.00;yes;2.52;10.77;8.25;88.21;202.19;;;;
30264.00;yes;2.92;10.92;8.00;140.07;311.13;;;;
30265.00;yes;2.61;11.27;8.65;349.47;839.84;;;;
30266.00;yes;3.35;12.66;9.31;192.04;496.78;;;;
30267.00;yes;2.50;10.36;7.87;166.60;364.07;;;;
30268.00;yes;2.70;12.52;9.82;148.18;404.35;;;;
30269.00;yes;2.87;11.06;8.19;50.38;114.61;;;;
30270.00;yes;2.97;8.25;5.29;27.19;39.93;;;;
30271.00;yes;1.91;11.19;9.28;322.29;830.82;;;;
30272.00;yes;3.01;11.00;7.99;253.64;562.99;;;;
30273.00;yes;1.33;10.01;8.68;34.65;83.57;;;;
30274.00;yes;3.28;10.99;7.71;79.87;171.01;;;;
30275.00;yes;2.70;11.00;8.30;127.50;293.84;;;;
30276.00;yes;2.99;11.33;8.34;95.71;221.66;;;;
30277.00;yes;1.75;9.32;7.57;177.25;372.70;;;;
30278.00;yes;2.69;9.89;7.20;38.99;77.95;;;;
30279.00;yes;2.73;10.94;8.21;383.13;873.55;;;;
30280.00;yes;2.83;10.94;8.11;276.55;622.76;;;;
30281.00;yes;3.44;13.79;10.35;38.87;111.73;;;;
30282.00;yes;3.13;10.36;7.23;200.51;402.92;;;;
30283.00;yes;1.19;11.97;10.78;194.41;582.22;;;;
30284.00;yes;3.20;12.18;8.98;101.28;252.53;;;;
30285.00;yes;2.83;10.06;7.24;85.04;170.96;;;;
30286.00;yes;3.55;13.06;9.51;194.97;515.02;;;;
30287.00;yes;2.79;13.00;10.21;309.48;877.28;;;;
30288.00;yes;2.97;8.60;5.63;27.90;43.62;;;;
30289.00;yes;2.58;10.71;8.13;18.49;41.75;;;;
30290.00;yes;3.15;10.79;7.64;46.69;99.06;;;;
30291.00;yes;2.55;11.02;8.47;19.92;46.85;;;;
30292.00;yes;2.74;12.00;9.26;83.64;215.07;;;;
30293.00;yes;2.95;9.31;6.36;30.06;53.10;;;;
30294.00;yes;2.64;9.94;7.29;72.80;147.45;;;;
30295.00;yes;2.55;8.77;6.22;42.94;74.23;;;;
30296.00;yes;2.71;12.13;9.42;218.39;571.58;;;;
30297.00;yes;2.78;12.00;9.22;224.82;575.78;;;;
30298.00;yes;2.53;9.73;7.20;30.36;60.76;;;;
30299.00;yes;2.57;13.42;10.85;179.12;539.74;;;;
30300.00;yes;2.62;10.59;7.97;39.36;87.17;;;;
30301.00;yes;2.59;13.40;10.81;123.86;371.87;;;;
30302.00;yes;2.87;11.47;8.59;34.97;83.49;;;;
30303.00;yes;2.77;12.21;9.45;34.78;91.26;;;;
30304.00;yes;2.61;8.78;6.17;33.49;57.44;;;;
30305.00;yes;2.59;11.47;8.88;193.61;477.35;;;;
30306.00;yes;3.68;11.00;7.32;67.04;136.38;;;;
30307.00;yes;2.53;12.68;10.16;22.52;63.54;;;;
30308.00;yes;2.63;10.85;8.23;91.90;209.99;;;;
30309.00;yes;2.57;9.29;6.72;24.20;45.18;;;;
30310.00;yes;2.53;12.28;9.75;85.47;231.46;;;;
30311.00;yes;2.87;11.55;8.68;62.88;151.65;;;;
30312.00;yes;3.20;11.92;8.72;51.28;124.23;;;;
30313.00;yes;2.53;11.46;8.93;31.64;78.48;;;;
30314.00;yes;3.14;12.25;9.11;118.78;300.71;;;;
30315.00;yes;2.52;12.98;10.46;83.14;241.47;;;;
30316.00;yes;2.51;9.93;7.42;48.36;99.67;;;;
30317.00;yes;2.53;12.01;9.48;72.17;190.10;;;;
30318.00;yes;2.77;9.90;7.13;29.16;57.77;;;;
30319.00;yes;1.04;11.08;10.04;74.30;207.21;;;;
30320.00;yes;2.55;12.95;10.40;23.16;66.91;;;;
30321.00;yes;3.06;12.76;9.70;143.49;386.55;;;;
30322.00;yes;2.89;12.30;9.40;213.42;557.37;;;;
30323.00;yes;2.75;12.62;9.88;195.78;537.09;;;;
30324.00;yes;2.53;12.56;10.02;181.99;506.79;;;;
30325.00;yes;2.35;12.00;9.65;334.29;895.67;;;;
30326.00;yes;2.56;12.37;9.81;25.91;70.62;;;;
30327.00;yes;2.51;12.36;9.85;389.29;1065.54;;;;
30328.00;yes;3.11;12.53;9.42;74.35;194.49;;;;
30329.00;yes;2.53;12.33;9.81;44.74;121.90;;;;
30330.00;yes;2.98;12.71;9.74;54.67;147.85;;;;
30331.00;yes;2.49;11.58;9.10;46.97;118.68;;;;
30332.00;yes;2.47;8.50;6.03;62.25;104.25;;;;
30333.00;yes;2.86;11.73;8.87;101.85;250.85;;;;
30334.00;yes;2.44;11.48;9.05;50.29;126.41;;;;
30335.00;yes;2.85;8.73;5.88;187.72;306.77;;;;
30336.00;yes;2.75;12.64;9.88;433.53;1190.34;;;;
30337.00;yes;2.61;13.01;10.40;177.68;513.09;;;;
30338.00;yes;2.73;9.01;6.28;243.48;424.40;;;;
30339.00;yes;2.78;8.93;6.15;245.25;419.02;;;;
30340.00;yes;2.83;12.69;9.86;397.66;1088.84;;;;
30341.00;yes;2.51;11.99;9.48;375.94;990.10;;;;
30342.00;yes;2.65;10.73;8.09;383.38;861.09;;;;
30343.00;yes;2.67;11.00;8.33;344.05;795.88;;;;
30344.00;yes;2.47;11.56;9.09;181.15;457.45;;;;
30345.00;yes;2.73;11.18;8.45;259.37;608.81;;;;
30346.00;yes;2.62;11.05;8.43;236.98;555.05;;;;
30347.00;yes;2.89;11.78;8.89;324.35;800.73;;;;
30348.00;yes;2.70;11.86;9.17;231.28;588.87;;;;
30349.00;yes;3.06;9.42;6.37;61.71;109.10;;;;
30350.00;yes;2.63;11.87;9.24;258.13;662.76;;;;
30351.00;yes;2.52;10.16;7.64;197.00;418.13;;;;
30352.00;yes;2.53;12.28;9.75;315.90;855.69;;;;
30353.00;yes;2.91;11.11;8.20;39.49;89.94;;;;
30354.00;yes;3.55;9.71;6.16;345.33;591.33;;;;
30355.00;yes;3.15;11.47;8.32;168.70;389.71;;;;
30356.00;yes;1.93;11.44;9.52;166.57;440.26;;;;
30357.00;yes;2.56;12.47;9.91;192.91;530.93;;;;
30358.00;yes;3.62;12.88;9.26;194.08;499.13;;;;
30359.00;yes;3.35;11.25;7.90;457.56;1004.11;;;;
30360.00;yes;3.25;10.86;7.61;314.91;665.66;;;;
30361.00;yes;1.89;10.41;8.53;196.09;464.47;;;;
30362.00;yes;2.71;12.00;9.29;237.12;611.67;;;;
30363.00;yes;2.75;8.94;6.18;202.57;348.02;;;;
30364.00;yes;2.86;9.47;6.61;286.00;524.76;;;;
30365.00;yes;2.89;12.84;9.94;196.11;541.63;;;;
30366.00;yes;3.27;10.00;6.73;330.14;617.12;;;;
30367.00;yes;2.80;12.56;9.77;161.47;438.02;;;;
30368.00;yes;2.53;9.89;7.36;30.65;62.65;;;;
30369.00;yes;2.07;12.00;9.93;239.42;660.21;;;;
30370.00;yes;3.42;13.80;10.38;218.45;630.11;;;;
30371.00;yes;2.53;12.47;9.94;345.99;955.61;;;;
30372.00;yes;2.58;10.48;7.90;276.32;606.55;;;;
30373.00;yes;2.51;12.05;9.54;158.34;419.76;;;;
30374.00;yes;2.51;11.16;8.66;217.91;523.92;;;;
30375.00;yes;3.34;11.82;8.47;251.65;592.23;;;;
30376.00;yes;3.22;10.83;7.61;257.52;544.67;;;;
30377.00;yes;2.98;10.00;7.02;175.70;342.71;;;;
30378.00;yes;2.52;12.76;10.23;235.50;669.52;;;;
30379.00;yes;3.16;11.63;8.48;273.74;644.49;;;;
30380.00;yes;2.98;9.63;6.65;20.00;36.93;;;;
30381.00;yes;3.24;10.11;6.87;224.15;427.63;;;;
30382.00;yes;2.99;9.41;6.42;173.48;309.34;;;;
30383.00;yes;2.55;11.83;9.28;208.65;537.95;;;;
30384.00;yes;2.58;10.47;7.88;334.55;732.70;;;;
30385.00;yes;3.35;11.76;8.40;244.50;570.68;;;;
30386.00;yes;2.60;10.32;7.72;207.48;444.92;;;;
30387.00;yes;2.76;10.76;8.00;359.17;798.55;;;;
30388.00;yes;2.94;11.46;8.52;267.84;633.70;;;;
30389.00;yes;2.43;10.79;8.36;330.86;768.61;;;;
30390.00;yes;2.60;8.53;5.93;32.54;53.57;;;;
30391.00;yes;2.52;11.95;9.43;250.22;655.58;;;;
30392.00;yes;2.54;12.24;9.70;208.59;562.24;;;;
30393.00;yes;1.06;10.49;9.43;340.83;892.60;;;;
30394.00;yes;2.49;10.00;7.51;62.76;130.96;;;;
30395.00;yes;2.70;13.13;10.43;371.21;1075.20;;;;
30396.00;yes;2.69;12.40;9.71;165.84;447.13;;;;
30397.00;yes;2.44;10.17;7.72;232.32;498.36;;;;
30398.00;yes;2.83;9.07;6.23;195.77;338.90;;;;
30399.00;yes;3.03;9.29;6.26;218.49;379.77;;;;
30400.00;yes;2.52;12.66;10.13;220.06;619.35;;;;
30401.00;yes;2.96;12.70;9.74;156.13;422.56;;;;
30402.00;yes;3.08;13.25;10.18;339.81;960.50;;;;
30403.00;yes;2.56;11.71;9.16;214.77;546.25;;;;
30404.00;yes;2.51;12.32;9.81;285.57;777.89;;;;
30405.00;yes;3.29;11.34;8.05;214.82;480.08;;;;
30406.00;yes;2.51;12.13;9.62;260.30;695.38;;;;
30407.00;yes;2.72;11.77;9.05;177.04;445.00;;;;
30408.00;yes;2.52;12.84;10.32;157.04;450.15;;;;
30409.00;yes;2.44;9.70;7.26;189.52;382.24;;;;
30410.00;yes;2.75;14.49;11.74;384.21;1252.57;;;;
30411.00;yes;2.48;13.00;10.52;337.28;985.20;;;;
30412.00;yes;3.23;11.26;8.03;39.78;88.77;;;;
30413.00;yes;3.12;11.00;7.88;376.53;824.12;;;;
30414.00;yes;2.63;12.48;9.85;30.04;82.22;;;;
30415.00;yes;1.21;9.53;8.33;225.73;522.17;;;;
30416.00;yes;2.88;11.83;8.96;271.50;675.52;;;;
30417.00;yes;2.57;13.00;10.43;219.33;635.30;;;;
30418.00;yes;2.62;13.00;10.38;276.87;798.19;;;;
30419.00;yes;2.50;10.45;7.94;289.39;638.62;;;;
30420.00;yes;2.86;8.53;5.67;21.84;34.38;;;;
30421.00;yes;1.17;10.73;9.56;217.81;578.44;;;;
30422.00;yes;2.51;10.81;8.29;235.26;542.05;;;;
30423.00;yes;2.94;11.73;8.79;243.93;595.25;;;;
30424.00;yes;2.39;10.00;7.61;311.38;658.62;;;;
30425.00;yes;2.47;12.00;9.53;181.43;480.31;;;;
30426.00;yes;1.61;12.88;11.28;372.11;1165.44;;;;
30427.00;yes;2.57;13.00;10.43;176.62;511.70;;;;
30428.00;yes;1.94;9.57;7.62;221.56;469.12;;;;
30429.00;yes;3.10;12.99;9.89;377.69;1038.07;;;;
30430.00;yes;2.84;8.76;5.92;267.08;438.95;;;;
30431.00;yes;2.61;12.52;9.91;70.96;195.28;;;;
30432.00;yes;2.55;15.48;12.94;178.90;642.84;;;;
30433.00;yes;4.19;15.65;11.46;505.63;1609.77;;;;
30434.00;yes;4.10;13.09;8.99;336.04;839.23;;;;
30435.00;yes;4.49;13.80;9.32;253.17;655.15;;;;
30436.00;yes;4.13;14.98;10.85;293.70;885.54;;;;
30437.00;yes;4.10;15.50;11.40;273.75;866.90;;;;
30438.00;yes;4.14;12.96;8.82;274.22;671.83;;;;
30439.00;yes;4.13;14.82;10.69;278.70;827.69;;;;
30440.00;yes;1.33;11.12;9.79;187.90;510.75;;;;
30441.00;yes;2.71;12.15;9.44;56.96;149.33;;;;
30442.00;yes;2.85;13.00;10.15;161.27;454.67;;;;
30443.00;yes;2.74;12.21;9.47;176.49;464.28;;;;
30444.00;yes;3.02;12.46;9.44;184.96;485.22;;;;
30445.00;yes;2.64;10.69;8.05;248.25;555.36;;;;
30446.00;yes;3.38;14.72;11.34;247.35;779.07;;;;
30447.00;yes;4.13;18.11;13.99;452.67;1758.66;;;;
30448.00;yes;3.94;10.90;6.97;257.73;498.82;;;;
30449.00;yes;4.27;16.91;12.63;195.92;687.54;;;;
30450.00;yes;4.40;13.00;8.60;218.44;522.08;;;;
30451.00;yes;4.14;15.55;11.41;163.49;518.00;;;;
30452.00;yes;2.53;14.15;11.62;325.96;1051.95;;;;
30453.00;yes;4.13;12.77;8.65;249.76;600.03;;;;
30454.00;yes;3.25;13.12;9.87;180.05;493.85;;;;
30455.00;yes;2.52;14.89;12.37;183.40;630.19;;;;
30456.00;yes;3.82;16.00;12.18;237.72;804.07;;;;
30457.00;yes;4.17;15.83;11.65;154.32;499.49;;;;
30458.00;yes;4.13;18.45;14.32;337.86;1344.21;;;;
30459.00;yes;2.52;10.66;8.14;251.13;568.07;;;;
30460.00;yes;2.53;10.65;8.12;176.92;399.13;;;;
30461.00;yes;4.15;16.74;12.59;290.28;1015.02;;;;
30462.00;yes;4.51;14.72;10.21;238.47;676.00;;;;
30463.00;yes;3.31;13.00;9.69;232.57;626.00;;;;
30464.00;yes;4.12;13.00;8.88;347.36;856.40;;;;
30465.00;yes;4.24;15.02;10.79;260.30;780.05;;;;
30466.00;yes;2.52;12.62;10.10;279.65;784.63;;;;
30467.00;yes;4.13;14.99;10.87;256.79;775.08;;;;
30468.00;yes;2.80;12.48;9.68;161.31;433.60;;;;
30469.00;yes;4.24;15.11;10.87;245.68;741.82;;;;
30470.00;yes;4.13;12.01;7.88;261.77;572.99;;;;
30471.00;yes;2.96;13.83;10.87;85.04;256.80;;;;
30472.00;yes;4.13;14.58;10.45;241.85;702.24;;;;
30473.00;yes;2.53;13.42;10.89;148.86;450.31;;;;
30474.00;yes;4.13;14.14;10.01;193.75;538.86;;;;
30475.00;yes;2.52;12.40;9.88;195.93;537.52;;;;
30476.00;yes;4.32;15.17;10.85;171.13;515.75;;;;
30477.00;yes;4.13;14.14;10.02;282.55;786.12;;;;
