ID;NEAR_DIST
1;2962.472258
2;0
3;1540.121809
4;5555.790535
5;1730.104089
6;1158.585546
7;1354.939533
8;847.783681
9;2751.827899
10;7768.044756
11;1097.078745
12;6920.932407
13;3754.725453
14;1378.000953
15;1305.396137
16;1809.402465
17;395.2466236
18;2033.653254
19;2088.6922
20;750.2623641
21;778.5737112
22;3409.721278
23;42.85714142
24;383.028384
25;625.1957069
26;1104.387237
27;3127.660786
28;0
29;248.7633583
30;4041.906962
31;703.4200974
32;0
33;430.0480986
34;997.7273595
35;3099.653995
36;1059.605143
37;485.0682144
38;5353.859025
39;537.6995214
40;1248.257191
41;240.0193895
42;3379.294854
43;1880.066011
44;1782.141112
45;1648.118453
46;1430.894499
47;1915.207571
48;638.0099086
49;1450.578043
50;1587.649053
51;977.8692473
52;267.7269229
53;1606.642903
54;793.9265516
55;1821.227819
56;1662.175104
57;1237.741138
58;773.9174433
59;1545.810796
60;3355.879189
61;1137.015183
62;0
63;1119.918738
64;1200.517569
65;1218.512911
66;943.5451485
67;705.7931665
68;1092.550903
69;375.9558245
70;904.5889005
71;547.9338385
72;1132.24923
73;891.7399956
74;1767.310565
75;1029.826446
76;1883.455861
77;794.5005796
78;1396.183302
79;1057.897645
80;1383.200685
81;1060.431715
82;1852.016704
83;817.5200993
84;935.3015419
85;1110.793633
86;245.2457954
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;1708.754164
98;2227.676779
99;4306.979846
100;1293.292
101;1274.827158
102;2151.911329
103;1666.072655
104;4303.507171
105;4198.92591
106;2506.630544
107;2634.843098
108;2454.92003
109;1808.699783
110;2739.782671
111;1462.546395
112;4971.433823
113;1728.672616
114;4853.267602
115;3344.986586
116;1914.872404
117;1698.570346
118;1427.393696
119;3498.494856
120;2348.540183
121;614.9651786
122;5426.230368
123;387.2418849
124;1858.510663
125;1918.483179
126;1478.637497
127;459.3191139
128;2361.966113
129;1933.875637
130;2053.323331
131;647.2717606
132;4402.245843
133;3730.938003
134;2278.16044
135;3700.265021
136;2526.178654
137;6861.248466
138;3473.863249
139;2928.642558
140;2080.20436
141;2436.494983
142;2986.306715
143;2849.46364
144;5654.540485
145;1974.278634
146;7256.975113
147;3535.698092
148;3127.842726
149;1522.542098
150;2574.945175
151;1484.958886
152;3465.570192
153;2083.581551
154;4610.504124
155;5387.994678
156;3067.986409
157;2464.419345
158;2036.660335
159;888.1302085
160;296.7302137
161;2728.565329
162;1075.56844
163;859.2184345
164;3690.08629
165;2703.324673
166;359.0055898
167;2995.397851
168;2659.596477
169;1522.642838
170;363.8208832
171;761.2919435
172;869.091674
173;652.7836729
174;3597.486588
175;0
176;1649.349231
177;506.8952357
178;3324.256924
179;392.1096355
180;1625.428478
181;1832.088298
182;1818.202874
183;499.7494593
184;819.8553963
185;570.899019
186;0
187;872.6967008
188;323.4372101
189;3023.955697
190;1820.371184
191;547.5346801
192;209.1936529
193;1505.277424
194;6026.291361
195;2200.244817
196;1207.270909
197;793.3477953
198;1083.108596
199;308.9637357
200;502.9837318
201;4793.475385
202;2097.63473
203;869.8199293
204;1361.793716
205;1000.303036
206;730.8177924
207;448.3238933
208;783.7598933
209;1457.699336
210;1077.768104
211;1188.678998
212;1736.329611
213;2701.182041
214;5262.125429
215;1503.337531
216;526.0274196
217;741.5013161
218;2417.671979
219;622.9511575
220;1523.747369
221;1259.378398
222;1982.738161
223;1735.23142
224;4485.760419
225;4025.828313
226;4069.432651
227;1498.205523
228;502.3848798
229;3753.79669
230;293.3413779
231;1589.143514
232;1736.831827
233;8013.264704
234;3856.65618
235;1463.691817
236;3112.412281
237;3625.727537
238;3610.316301
239;3083.189127
240;7913.990419
241;3162.614946
242;3168.907096
243;4098.988152
244;3084.291701
245;3053.041903
246;719.52728
247;3152.338639
248;3030.450151
249;3591.977448
250;3143.846931
251;1223.501813
252;3160.938994
253;1957.985698
254;3053.759762
255;1984.931833
256;1191.074958
257;804.4850951
258;1387.60403
259;785.8473823
260;761.2590433
261;2886.366803
262;1413.024284
263;2997.973124
264;1509.993227
265;3147.09592
266;1953.226178
267;428.6537658
268;2052.66935
269;3623.345376
270;1100.820483
271;2005.405236
272;1988.893329
273;895.0575479
274;941.4761847
275;3357.599346
276;1041.518439
277;1194.514212
278;1373.882463
279;5174.701031
280;788.4508413
281;5394.805926
282;2290.347499
283;2975.479822
284;1791.088264
285;1492.738893
286;3084.606476
287;3776.975884
288;786.4238005
289;5539.88461
290;1187.379362
291;1070.36299
292;407.1097065
293;4445.510133
294;981.3156105
295;513.0821467
296;1759.195071
297;6897.489037
298;1618.233144
299;3065.48579
300;3501.544812
301;4188.840899
302;3894.580195
303;2390.279204
304;4244.824023
305;6274.447353
306;1537.995398
307;1667.274909
308;2405.890036
309;3778.565794
310;3893.653386
311;3393.293793
312;8891.23461
313;5417.589408
314;2689.507882
315;1584.678576
316;1199.187124
317;1888.656785
318;2250.26735
319;4487.327355
320;2354.904356
321;2413.401826
322;1601.520948
323;4173.636752
324;4203.763866
325;1740.601969
326;3425.367492
327;3225.328149
328;1907.109898
329;1732.891731
330;5094.177982
331;3270.285307
332;307.5246097
333;1278.355725
334;3947.869955
335;2597.803013
336;4594.748296
337;3006.833362
338;2128.923518
339;1619.671963
340;2809.225791
341;4553.515297
342;7630.086096
343;2727.609282
344;750.924858
345;3821.833158
346;3723.020904
347;2773.2964
348;2261.335409
349;983.1418042
350;4346.778423
351;879.8732505
352;4045.875113
353;3804.357849
354;1043.562875
355;3799.034555
356;4115.374641
357;2259.073643
358;2875.712675
359;3125.71
360;2921.711831
361;1748.58144
362;4135.075389
363;1820.004782
364;4386.083344
365;4265.118916
366;1089.301875
367;3801.637065
368;1656.457525
369;624.0731596
370;3217.916104
371;5845.338016
372;813.8493974
373;3697.461526
374;2053.523252
375;1849.369587
376;3710.66031
377;2703.915838
378;2721.187249
379;1652.148957
380;3905.947455
381;786.4488016
382;2249.184295
383;4524.74113
384;1363.940121
385;500.8738765
386;860.8633313
387;2866.046126
388;4144.163952
389;2217.439602
390;1022.438091
391;3349.75657
392;6283.97507
393;4119.187994
394;1136.049569
395;1776.387918
396;4290.78871
397;3616.521797
398;4358.461879
399;1440.73046
400;7065.249881
401;2707.443541
402;4659.931563
403;1515.177631
404;3665.838097
405;4346.402009
406;2809.105934
407;5052.683576
408;1863.337599
409;1993.844663
410;588.5545201
411;4071.161021
412;3331.596618
413;3119.252458
414;1538.518768
415;2085.795573
416;2143.459135
417;1775.268753
418;1836.524478
419;5348.858777
420;6542.335082
421;938.4691499
422;2872.022543
423;2181.466141
424;1895.602308
425;1791.544721
426;5091.936472
427;3001.570487
428;3455.710782
429;1250.881992
430;4664.292735
431;5222.199186
432;304.7997294
433;1740.117471
434;6924.543075
435;6185.401566
436;3340.160285
437;2690.290297
438;1198.645765
439;2051.11836
440;2924.686023
441;3325.615558
442;4092.943685
443;2918.187469
444;1480.239947
445;1394.067294
446;466.8934009
447;3286.414854
448;4339.585419
449;2595.04018
450;5061.391979
451;4916.703577
452;5968.599846
453;2686.173064
454;1881.49171
455;2715.254396
456;2223.203498
457;2542.374106
458;3604.67495
459;2432.496128
460;3711.366429
461;5521.060903
462;4738.008792
463;3712.316668
464;7190.778692
465;2249.022015
