ID;Population density
810;935.7362803
811;52858.09235
812;66547.49519
813;8506.422852
814;58278.4977
815;43333.10674
816;32265.91311
817;31315.2674
818;43611.25009
819;1796.077883
820;43045.73344
821;30177.64796
822;3386.252492
823;32706.86541
824;34642.05164
825;34283.03371
826;36695.68521
827;42568.16277
828;43048.49026
829;29668.18192
830;28096.79752
831;42682.65995
832;0
833;13429.3212
834;38623.42195
835;40855.10131
836;41568.24829
837;42856.84508
838;32590.78663
839;32678.83039
840;55749.41722
841;28989.31503
842;58986.0325
843;42928.83178
844;35076.89541
845;28135.09489
846;49672.60742
847;1264.762085
848;3992.295246
849;36551.1229
850;20522.46118
851;59110.61164
852;1264.762085
853;1264.762085
854;25196.81416
855;34170.64158
856;27549.72833
857;63380.2573
858;1782.730292
859;983.0435848
860;81656.64207
861;54169.35719
862;12103.20884
863;18456.03009
864;39318.79987
865;40853.39164
866;17727.62985
867;54508.61511
868;30121.57391
869;32386.02457
870;3222.967567
871;44376.66151
872;51503.16807
873;57760.92987
874;28821.92423
875;30665.57652
876;43036.94347
877;42474.55619
878;87923.91456
879;44179.72462
880;49586.45079
881;1264.762085
882;20091.0993
883;95274.80404
884;39368.7635
885;25693.10827
886;45254.53145
887;43463.35267
888;57434.56746
889;58831.05539
890;35080.36822
891;23097.4006
892;34948.92836
893;34217.88296
894;62992.28513
895;26259.4666
896;41737.7267
897;29288.65457
898;19028.61697
899;48913.17945
900;7860.430701
901;26018.53045
902;52471.23558
903;21458.74752
904;35778.52384
905;19101.87977
906;24559.30941
907;25116.20782
908;26287.25364
909;28622.97533
910;24898.67109
911;35846.4312
912;24291.56335
913;52285.22135
914;30269.61382
915;3455.622523
916;83634.85724
917;102433.006
918;25030.42413
919;24304.1207
920;28058.665
921;890.0732316
922;1237.17532
923;81343.23204
924;39887.88445
925;23301.33786
926;54138.0765
927;853.6376999
928;870.6789978
929;63434.07885
930;31988.43688
931;22150.59523
932;0
933;34029.66074
934;63860.98604
935;55921.2978
936;60450.88556
937;31140.85678
938;44585.38357
939;37713.05463
940;852.4117571
941;852.2020291
942;37203.80824
943;37336.6455
944;37020.10594
945;852.5881441
946;10841.29974
947;15937.96232
948;21348.50223
949;24947.91015
950;52397.05994
951;869.4100894
952;37207.77551
953;49855.42075
954;22367.46328
955;45921.19609
956;27229.42836
957;144.7564392
958;144.756424
959;853.3807938
960;53623.28714
961;1618.33811
962;42366.67161
963;54886.35624
964;42945.15606
965;39033.64444
966;34319.87317
967;76503.65245
968;1060.439979
969;57297.25986
970;1445.067073
971;34510.55792
972;24115.37629
973;32509.78806
974;19803.76957
975;4094.404775
976;19123.7992
977;54104.45392
978;1956.945345
979;6789.828542
980;10253.78011
981;10665.30474
982;92723.95428
983;1219.314224
984;860.2816644
985;27168.60803
986;27339.91466
987;64836.18774
988;95487.24737
989;853.2196491
990;144.7564165
991;53645.26709
992;10164.95377
993;144.756424
994;1242.015962
995;21095.70451
996;144.756424
997;54857.74865
998;26400.71466
999;25526.80511
1000;1764.409106
1001;46421.49448
1002;12818.76382
1003;55940.45737
1004;54032.93343
1005;26835.52151
1006;1803.588836
1007;1743.71833
1008;40821.52642
1009;32401.98019
1010;1111.160501
1011;47746.29814
1012;28126.14519
1013;26264.3234
1014;19462.67772
1015;1841.030725
1016;1840.755304
1017;1811.581059
1018;1760.463155
1019;1843.357456
1020;1844.353033
1021;44781.82454
1022;1839.432414
1023;1834.901956
1024;1784.34551
1025;1843.416858
1026;1844.788556
1027;1722.991325
1028;1841.167521
1029;1845.832703
1030;1843.648737
1031;1841.40506
1032;1794.867109
1033;33675.37861
1034;1843.904704
1035;1753.736679
1036;1757.825375
1037;1844.179903
1038;1840.18147
1039;25367.01153
1040;65907.24186
1041;1843.178779
1042;20270.63214
1043;31263.73277
1044;1771.131783
1045;44422.51919
1046;30508.5865
1047;1844.792384
1048;30479.63637
1049;28361.85068
1050;13424.88948
1051;857.3097091
1052;1837.013496
1053;37427.54412
1054;30312.9909
1055;1198.979355
1056;1758.034982
1057;28813.26403
1058;40845.05244
1059;33283.76113
1060;33944.97998
1061;29144.72927
1062;32371.48094
1063;30788.49495
1064;33923.79072
1065;31078.70928
1066;36365.11606
1067;20620.27872
1068;61347.45199
1069;60849.03468
1070;64618.69565
1071;49165.1463
1072;23083.72354
1073;23968.94327
1074;32463.13723
1075;32478.64358
1076;1814.821777
1077;50806.46248
1078;1768.820601
1079;29776.56966
1080;1220.530467
1081;35301.89481
1082;0
1083;30737.52395
1084;24133.10581
1085;22172.19022
1086;51229.08418
1087;1232.194074
1088;22383.24357
1089;19999.58504
1090;20417.27632
1091;46021.09823
1092;24342.61296
1093;22710.85389
1094;22740.56723
1095;47454.45721
1096;178.5634308
1097;23110.8481
1098;32966.07467
1099;8800.688126
1100;80975.41757
1101;65356.66885
1102;76220.40551
1103;25414.61924
1104;5414.291152
1105;4424.252037
1106;23165.76679
1107;20287.72229
1108;12348.27565
1109;21601.7152
